"","sd_4","sd_desconocido"
"1",21.4837021119809,32.1769255249298
"2",15.7578466696669,30.1080635551789
"3",18.790874243128,30.896516571842
"4",23.8015815559353,15.8499798697159
"5",25.2608128436983,38.3187243222047
"6",20.0740958934409,30.3908635613672
"7",23.4939215360574,30.4032679127238
"8",15.2667061777746,31.4748113982836
"9",18.7287371867284,41.3494177124385
"10",19.1024247649886,36.9610128375993
"11",20.7429163413637,31.1581710300353
"12",11.8149650364691,36.4530952846022
"13",14.5514152631461,32.938900298794
"14",22.4610634534651,21.2803035305332
"15",21.5258975793197,26.5192006661554
"16",18.9344304373227,21.249401136143
"17",16.2801462042035,38.4186313128044
"18",19.6749514409227,34.8157869580422
"19",21.1256500210661,28.6345055959546
"20",15.8919992984957,32.6142273465243
"21",22.3361774709475,34.5373187041398
"22",20.9773223188423,27.9284563214202
"23",20.3166014823204,28.8292694395258
"24",15.1912365174577,30.7632070461225
"25",21.1014169892953,35.5963966022735
"26",17.6205666622915,35.5231779222524
"27",24.6099590047408,41.1312401455615
"28",16.2926399196382,41.751411788575
"29",19.2131535071093,26.1607957448156
"30",21.2286943478721,35.9497499233769
"31",12.4582915123359,36.3481630097268
"32",19.0460457713092,28.9007172455735
"33",24.1367049016925,46.3074580744956
"34",19.4370164065542,33.2048543416668
"35",26.984576739943,28.1678177779933
"36",20.5424660007074,34.1690399788504
"37",20.2301441956411,41.1090148070967
"38",16.2244711997297,38.0976242742995
"39",23.3669461738524,27.3721309486511
"40",14.4747620185259,23.941724983121
"41",16.0005358478171,12.8458349282706
"42",22.5475438939619,34.2556143940675
"43",20.5150108040688,23.7308139580182
"44",19.9657037673372,24.290381321085
"45",28.1068725670857,34.6847140745479
"46",18.4435018490137,28.3682305212482
"47",16.5179364305026,28.4477295483119
"48",21.5192941285436,33.1666684839263
"49",27.254065200858,35.6213487484061
"50",23.4575697174816,40.8785750467538
"51",12.6602650950785,29.5366002364224
"52",28.3420152861664,13.4570701385238
"53",24.8346955206161,26.7230601867075
"54",16.6497324212453,33.6536756703184
"55",19.8025028966407,28.3036321560227
"56",13.6805309569267,31.8745793267252
"57",21.0600041110762,25.7027904888405
"58",20.0092705356295,20.8891249398916
"59",21.3163984328114,35.7681280743494
"60",19.8068928919709,34.9199706570345
"61",26.2233096478056,25.002667881897
"62",24.3478363055312,22.9771582333957
"63",19.9748844865589,31.9127323721249
"64",15.3431329002184,25.5282576192007
"65",17.5511716313051,36.5114420112717
"66",21.1802515430478,21.7370021127814
"67",24.9842005904619,38.2458142482846
"68",19.5187862404832,33.0937363879625
"69",20.7428050885332,22.3736821408807
"70",12.9411945853667,29.7916250100626
"71",27.1527064124574,31.007846300303
"72",20.4973189231166,17.280629322981
"73",22.9105604167826,32.8340791049678
"74",14.1888976648911,45.868901100255
"75",16.4611139980421,15.0226133665977
"76",22.4141535899674,32.2653872563029
"77",15.1331748972579,26.3088957618962
"78",17.4030017129385,38.2195851547326
"79",25.8576490110785,39.6471122268415
"80",19.3327430707654,32.0057116669153
"81",14.5589419975298,42.4446787826496
"82",18.609409229834,38.9532357893674
"83",25.5281704638976,24.7182796552327
"84",17.8139260836802,32.6013738052042
"85",20.6555312634154,31.0314297870979
"86",17.5497502905975,25.8421355963091
"87",24.2102130475703,37.2564660998999
"88",22.8311747839619,32.6488622602097
"89",20.6628935102168,26.5734315217243
"90",16.0872638897415,18.5368510755068
"91",19.8690109381465,9.88144251450491
"92",17.1000203574772,24.4598707896252
"93",16.5084707489828,22.1337421799068
"94",21.8530295522219,28.7920315570677
"95",14.5484232786526,21.6149391387835
"96",19.6976968112891,28.28595324823
"97",17.3721227625722,24.275223255181
"98",22.2563820974192,16.8551410670728
"99",25.0153786502899,39.3340664814244
"100",14.3837098745508,35.0859157715643
"101",16.3718434726008,21.6028809282311
"102",16.1729729563419,33.6939380722546
"103",19.4737274695573,33.505802332839
"104",17.8202046872913,40.2105800798292
"105",26.4088020923467,23.4792492805576
"106",19.2917467530708,31.3096966382295
"107",19.0125416972992,38.1019853407776
"108",22.6718430028135,35.2144943482636
"109",15.0717811584823,25.0703260528717
"110",19.1005917444609,34.947762281776
"111",16.9735092625395,30.6461974911517
"112",17.8150208375419,26.2227698518209
"113",21.3709711478024,22.8498648711561
"114",20.0896170576755,46.0556746337056
"115",25.8741930810482,38.6894654137457
"116",16.0291890111883,22.684257141036
"117",14.5652899640768,41.0330705750833
"118",10.4410073686862,41.4273749671341
"119",24.9028407228313,35.989634962243
"120",16.9124515166024,38.8927851059486
"121",17.6656999617159,23.5523696207221
"122",16.944170684485,31.5018792763085
"123",21.9573348270787,31.157733682486
"124",18.9246867180515,25.7041115061954
"125",20.3909086870497,25.6930082856568
"126",18.5630962968968,26.6294769677206
"127",19.4620643916534,19.2756669175513
"128",18.8788712508983,21.1265141329702
"129",20.7533885438181,33.2232280351863
"130",16.2214619735426,34.0266137529303
"131",19.8961138840899,34.6415728073393
"132",18.977916899144,20.436142276328
"133",21.4684596552319,34.3987136896398
"134",19.6837561457397,28.3850198740161
"135",17.7655927770342,9.11767618966745
"136",24.9235566287647,33.3209011675853
"137",21.6964406070094,25.5151419151982
"138",23.3260637713496,14.137789003922
"139",18.5646959193472,45.8483066873409
"140",21.7678828921762,27.1077697282989
"141",30.2331051596799,27.0433326290497
"142",16.7124007921931,27.1690032052693
"143",16.664964917778,17.9784009906653
"144",28.5568001375245,29.2126544718841
"145",19.0797258878254,22.2647258019341
"146",20.4802021710076,32.3934075521748
"147",17.1411579121293,35.9135537744929
"148",21.3993602687924,23.6902425655528
"149",21.1168517024684,26.804594347974
"150",17.9324593686253,29.3228022508291
"151",21.3668240731239,32.02181813351
"152",15.2748846063285,24.9356032534293
"153",17.015415781964,17.4837877638388
"154",26.3849706164226,32.1239215788449
"155",28.6511308622168,17.8301472164539
"156",18.6105266816927,31.3777636892792
"157",20.0398386534925,37.3400431936372
"158",14.1893128850186,30.2635148802648
"159",20.7324760968599,27.4541838507761
"160",23.6805935338803,18.8263041279077
"161",19.0752756335917,36.2969323861922
"162",22.5698563076002,25.8585229171672
"163",22.0006135257989,32.8538328473313
"164",24.2867230486728,27.4392152119742
"165",20.21182296582,16.6329688459184
"166",23.3335643320743,28.7493373790574
"167",19.02365996789,27.3826326908564
"168",21.3300647135368,33.076533693574
"169",29.2525695483821,14.4170426179546
"170",17.7915756830629,37.435761573157
"171",26.6450495972288,27.8068578666272
"172",24.1404775904991,27.2501226199624
"173",18.1534660560439,31.2503736284804
"174",18.8020883777253,26.7267283660663
"175",13.5493517540045,23.7088251967666
"176",22.549561370555,29.8033980934185
"177",18.5433999587112,29.6636836506849
"178",18.3591117349489,30.4289253198135
"179",18.3571440797033,24.2028214122563
"180",22.3834784586077,27.6601571717364
"181",21.0612944700188,28.0849260378837
"182",16.2946290904444,24.9906709500531
"183",24.420581763453,23.039161707863
"184",19.6005505567373,33.0550604777142
"185",23.6563540832138,18.796376100571
"186",24.3539201861275,21.5045642357312
"187",21.7154861202259,23.7500122094442
"188",18.9374235503427,33.2475880066991
"189",18.6451315639663,32.7644660849201
"190",25.6524834580449,28.8919381901177
"191",20.3275645277048,18.7715790246677
"192",14.0649647000484,25.6055472763493
"193",17.810431639297,25.9104053945084
"194",23.5447707522222,27.4990706069477
"195",19.3985890082268,37.1691935447853
"196",26.86042680573,27.9549171429894
"197",17.3059881463585,35.6465512748357
"198",22.4058989809597,38.0831507303034
"199",24.2054715951701,41.3619389049651
"200",17.097121205907,19.5822704034652
"201",22.3938986256838,39.9374665521884
"202",25.1125272461646,33.506683416855
"203",20.3000967007303,24.3568113886973
"204",22.2117009708187,22.3618939837813
"205",17.5710171211519,19.9544504225812
"206",18.5137764482551,22.5162122620832
"207",21.2320719225709,37.4253429902998
"208",9.89698291902084,34.2063194168736
"209",19.537880352869,21.1507113023534
"210",18.1609411846885,29.5350453664755
"211",19.2690858137649,34.3395676124666
"212",14.5268971155428,38.2909060867017
"213",18.9502561103998,20.6998424450488
"214",29.1761227306039,24.7574158762171
"215",20.4005559639119,19.7906851588228
"216",12.171651285021,20.3870458426002
"217",24.9176915977138,27.5682931778138
"218",25.9578430313459,19.4111988297831
"219",24.4009429115219,19.6324537469083
"220",15.2120208326676,39.8201066535321
"221",23.6736521994269,38.3345790121232
"222",26.3277887971968,32.9346249473028
"223",24.5984843921744,40.8414814088382
"224",20.714836731421,24.5212287968018
"225",24.3579788292921,22.0207450916634
"226",21.4855676181861,22.0577153242785
"227",18.5804957967547,30.7158715487845
"228",18.222030928153,35.2871541225545
"229",17.5190349401495,26.2872061965015
"230",16.4246880356562,43.4048416313217
"231",20.2015951929071,38.5276852521945
"232",24.3420217107806,29.9153372085524
"233",18.1277793886407,29.369680527603
"234",23.433455772094,28.1267906601283
"235",19.9209936924458,25.2941143125273
"236",27.2154824552728,36.5551117428601
"237",23.9262735810955,37.5068727977053
"238",20.5041340719906,25.8880280173517
"239",20.6380606807198,33.8967257077126
"240",20.866180549182,43.5278741690109
"241",22.2436398323248,27.7473689406211
"242",18.3251551494941,13.5095788790411
"243",21.1521023915728,25.4752127416026
"244",24.7301745342478,21.1273498244557
"245",19.7033885950623,26.390639832312
"246",22.2392515344444,28.3100061836561
"247",17.7929844216445,32.2177315687901
"248",20.0655577176571,28.0520985522748
"249",23.5910457157057,45.7625925661529
"250",16.560447134537,31.8439101887276
"251",17.6645586835543,38.3706174548642
"252",25.7694672497197,28.5909317314658
"253",21.7508567979086,35.5892920176926
"254",18.6907430159576,19.8860696153555
"255",21.0358934380302,28.7525462289194
"256",21.0772362802589,31.7660491856861
"257",16.2310146588141,24.9070922392814
"258",15.1953207758334,46.2576249619532
"259",23.9968532858182,29.6620600742031
"260",24.8051843929614,28.6936019839121
"261",21.311994151132,27.5899077776465
"262",19.9731641763467,22.831570221602
"263",22.9906970431643,37.6550121368336
"264",16.9295036647182,31.6134912949781
"265",22.6941314952912,43.0985605080429
"266",22.7114795452081,42.5350680164322
"267",21.8751110800947,23.4389997809097
"268",32.9218368095213,25.1962805186728
"269",15.0321673421374,30.569852837356
"270",28.1356224070534,31.8772353861619
